line_idx,line,function,tag,intro
2235,"	Gosheven fills the doorway. He ENTERS and looks
",A,,0
2236,"	around the room.
",A,,0
2237,"
",E,,0
2238,"					GOSHEVEN
",C,,0
2239,"			I'm disappointed. I thought we
",D,,0
2240,"			had settled this.
",D,,0
2241,"
",E,,0
2242,"					DATA
",C,,0
2243,"			Apparently, that is not correct.
",D,,0
2244,"
",E,,0
2245,"	Gosheven steps up to Data.
",A,,0
2246,"
",E,,0
2247,"					GOSHEVEN
",C,,0
2248,"				(to Data)
",M,,0
2249,"			Still stirring up trouble?
",D,,0
2250,"
",E,,0
2251,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT FOUR      44.",H,,0
2252,"
",E,,0
2253,40B  CONTINUED:,S,,0
2254,"
",E,,0
2255,"					ARD'RIAN
",C,,0
2256,"			Since when is talk trouble?
",D,,0
2257,"
",E,,0
2258,"	Gosheven ignores her -- looking only at Data.
",A,,0
2259,"
",E,,0
2260,"					GOSHEVEN
",C,,0
2261,"			It's over. Don't you get it?
",D,,0
2262,"			You had your say, and you lost.
",D,,0
2263,"
",E,,0
2264,"					DATA
",C,,0
2265,"			I appear to be reversing that
",D,,0
2266,"			defeat.
",D,,0
2267,"
",E,,0
2268,"					GOSHEVEN
",C,,0
2269,"			No, you're not -- you're just
",D,,0
2270,"			stubborn.
",D,,0
2271,"				(getting closer)
",M,,0
2272,"			Well, let me tell you something...
",D,,0
2273,"
",E,,0
2274,"	Gosheven touches Data with an electronic prod -- BLUE
",A,,0
2275,"	SPARKS dance over Data. Data's whole body stiffens
",A,,0
2276,"	-- then goes limp and falls.
",A,,0
2277,"
",E,,0
2278,"					GOSHEVEN
",C,,0
2279,"				(completes his thought)
",M,,0
2280,"			... so am I.
",D,,0
2281,"
",E,,0
2282,"					ARD'RIAN
",C,,0
2283,"			Damn you, Gosheven --
",D,,0
2284,"
",E,,0
2285,"	Ard'rian rushes to Data's aid.
",A,,0
2286,"
",E,,0
2287,"					HARITATH
",C,,0
2288,"			You killed him?
",D,,0
2289,"
",E,,0
2290,"					GOSHEVEN
",C,,0
2291,"			I've killed no one.
",D,,0
2292,"				(to Ard'rian)
",M,,0
2293,"			I've merely shut down a machine.
",D,,0
2294,"
",E,,0
2295,"	Ard'rian looks daggers at Gosheven, who turns his
",A,,0
2296,"	attention to the gathering.
",A,,0
2297,"
",E,,0
2298,"					GOSHEVEN (cont'd)
",C,,0
2299,"			That's it, everyone. Time to
",D,,0
2300,"			go home.
",D,,0
2301,"
",E,,0
2302,"	The momentum has changed. A few sheepish glances as
",A,,0
2303,"	one or two of the group head for the door.
",A,,0
2304,"
",E,,0
2305,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT FOUR      45.",H,,0
2306,"
",E,,0
2307,40C  ON ARD'RIAN,S,,0
2308,"
",E,,0
2309,"	She's pulled out an electronic scanner from her piles
",A,,0
2310,"	of computer junk and is checking out the fallen Data.
",A,,0
2311,"
",E,,0
2312,40D  WIDER,S,,0
2313,"
",E,,0
2314,"	to include Gosheven.
",A,,0
2315,"
",E,,0
2316,"					GOSHEVEN
",C,,0
2317,"				(to Ard'rian)
",M,,0
2318,"			You'll see I'm right.
",D,,0
2319,"
",E,,0
2320,"	He EXITS. We hold on Ard'rian and Data.
",A,,0
2321,"
",E,,0
2322,"									CUT TO:
",O,,0
2323,"
",E,,0
2324,41   INT. SHELIAK SHIP (OPTICAL),S,,0
2325,"
",E,,0
2326,"	Picard and Troi MATERIALIZE. What surrounds them bears
",A,,0
2327,"	little resemblance to a ship. Darkness hangs like bats
",A,,0
2328,"	in the corners. What little light there is filters
",A,,0
2329,"	through swirling mist. As they look down the effect is
",A,,0
2330,"	as if they are walking on black ice, and tiny lights,
",A,,0
2331,"	like flickering eyes twinkle beneath the floor's
",A,,0
2332,"	surface.
",A,,0
2333,"
",E,,0
2334,"					SHELIAK
",C,,0
2335,"			Advance and speak.
",D,,0
2336,"
",E,,0
2337,"	Troi and Picard exchange glances for they can see no
",A,,0
2338,"	sign of the creature they are speaking with. They step
",A,,0
2339,"	forward, and are pinned in a bright light.
",A,,0
2340,"
",E,,0
2341,"					PICARD
",C,,0
2342,"			Director, we will comply with your
",D,,0
2343,"			request to remove the colony on
",D,,0
2344,"			Tau Cygna Five, but we need time.
",D,,0
2345,"
",E,,0
2346,"					SHELIAK
",C,,0
2347,"			The given time has elapsed. We
",D,,0
2348,"			carry the membership and we will
",D,,0
2349,"			proceed with their debarkation.
",D,,0
2350,"
",E,,0
2351,"					TROI
",C,,0
2352,"			The temporary presence of these
",D,,0
2353,"			humans should not interfere
",D,,0
2354,"			with your plans.
",D,,0
2355,"
",E,,0
2356,"STAR TREK: ""Ensigns of Command"" REV. 7/19/89 - ACT FOUR      46.",H,,0
2357,"
",E,,0
2358,41   CONTINUED:,S,,0
2359,"
",E,,0
2360,"					SHELIAK
",C,,0
2361,"			Unacceptable. You must remove
",D,,0
2362,"			the creatures.
",D,,0
2363,"
",E,,0
2364,"					PICARD
",C,,0
2365,"			I'm trying! But the needed ship
",D,,0
2366,"			won't be available for three
",D,,0
2367,"			weeks.
",D,,0
2368,"
",E,,0
2369,"					SHELIAK
",C,,0
2370,"			Then you are in violation.
",D,,0
2371,"
",E,,0
2372,"					PICARD
",C,,0
2373,"			I have admitted that! I'm only
",D,,0
2374,"			asking for a little tolerance.
",D,,0
2375,"
",E,,0
2376,"					SHELIAK
",C,,0
2377,"			Section five hundred and one,
",D,,0
2378,"			paragraph seven hundred and
",D,,0
2379,"			sixteen, subparagraph five --
",D,,0
2380,"			unwanted lifeforms inhabiting H
",D,,0
2381,"			class worlds may be removed at
",D,,0
2382,"			the discretion of the Sheliak
",D,,0
2383,"			corporate.
",D,,0
2384,"
",E,,0
2385,"					PICARD
",C,,0
2386,"			We will remove them. But you
",D,,0
2387,"			must grant us the time we require.
",D,,0
2388,"
",E,,0
2389,"					SHELIAK
",C,,0
2390,"			You need time, Picard of the
",D,,0
2391,"			Enterprise, we will save you time.
",D,,0
2392,"			We will eradicate the human
",D,,0
2393,"			infestation.
",D,,0
2394,"
",E,,0
2395,"					PICARD
",C,,0
2396,"				(outraged)
",M,,0
2397,"			They are not vermin! They are
",D,,0
2398,"			citizens of the Federation and
",D,,0
2399,"			I will not permit this travesty!
",D,,0
2400,"
",E,,0
2401,"STAR TREK: ""Ensigns of Command"" REV. 7/13/89 - ACT FOUR      47.",H,,0
2402,"
",E,,0
2403,41   CONTINUED: (2),S,,0
2404,"
",E,,0
2405,"					SHELIAK
",C,,0
2406,"			Intelligent converse is
",D,,0
2407,"			impossible. You do not discuss,
",D,,0
2408,"			you gibber.
",D,,0
2409,"
",E,,0
2410,"					PICARD
",C,,0
2411,"			Between intelligent species of
",D,,0
2412,"			good will --
",D,,0
2413,"
",E,,0
2414,"	Suddenly the Sheliak transporter kicks in, and slams
",A,,0
2415,"	Picard and Troi back to the Enterprise. They have been
",A,,0
2416,"	rudely thrown out on their ears.
",A,,0
2417,"
",E,,0
2418,42   INT. MAIN BRIDGE (OPTICAL),S,,0
2419,"
",E,,0
2420,"	The startling EFFECT of the Sheliak transporter and
",A,,0
2421,"	Picard and Troi APPEAR. Riker, Worf, and the
",A,,0
2422,"	supernumeraries at Conn and Ops react.
",A,,0
2423,"
",E,,0
2424,"	Picard and Troi are both very disoriented, staggering
",A,,0
2425,"	slightly. Riker steadies them both.
",A,,0
2426,"
",E,,0
2427,"					RIKER
",C,,0
2428,"			I take it the Sheliak just hung
",D,,0
2429,"			up on us. Again.
",D,,0
2430,"
",E,,0
2431,"									FADE OUT.
",O,,0
2432,"
",E,,0
2433,"                        END OF ACT FOUR                         
",N,act,0
2434,"
",E,,0
2435,"STAR TREK: ""Ensigns of Command"" REV. 7/19/89 - ACT FIVE      48.",H,,0
2436,"
",E,,0
2437,"                           ACT FIVE                             
",N,act,0
2438,"
",E,,0
2439,"	FADE IN:
",A,,0
2440,"
",E,,0
2441,42A  INT. ARD'RIAN'S LIVING ROOM,S,,0
2442,"
",E,,0
2443,"	Ard'rian worriedly inspects the unmoving Data with an
",A,,0
2444,"	electronic scanner. Data twitches, ""reboots,"" comes
",A,,0
2445,"	back to life, and sits up. Ard'rian SIGHS, relieved.
",A,,0
2446,"
",E,,0
2447,"					ARD'RIAN
",C,,0
2448,"			I was afraid your neural pathways
",D,,0
2449,"			were scrambled beyond repair.
",D,,0
2450,"
",E,,0
2451,"					DATA
",C,,0
2452,"			I am equipped with diagnostic
",D,,0
2453,"			circuits and can correct many
",D,,0
2454,"			malfunctions.
",D,,0
2455,"
",E,,0
2456,"	Data moves his head, arms, and legs, testing his
",A,,0
2457,"	responses.
",A,,0
2458,"
",E,,0
2459,"					ARD'RIAN
",C,,0
2460,"			I'm not surprised at Gosheven's
",D,,0
2461,"			behavior. But Kentor and the
",D,,0
2462,"			others... they said they were
",D,,0
2463,"			on our side.
",D,,0
2464,"				(bitter)
",M,,0
2465,"			I guess words don't mean very
",D,,0
2466,"			much.
",D,,0
2467,"
",E,,0
2468,"	Data mulls this over carefully.
",A,,0
2469,"
",E,,0
2470,"					DATA
",C,,0
2471,"			Perhaps that has been part of our
",D,,0
2472,"			difficulty. Words are all we have
",D,,0
2473,"			been using.
",D,,0
2474,"				(thinking)
",M,,0
2475,"			Humans seem to take much stronger
",D,,0
2476,"			notice of actions.
",D,,0
2477,"
",E,,0
2478,"	Data makes a decision, gets to his feet.
",A,,0
2479,"
",E,,0
2480,"					DATA (cont'd)
",C,,0
2481,"			I require a phaser.
",D,,0
2482,"
",E,,0
2483,"					ARD'RIAN
",C,,0
2484,"			What's a phaser?
",D,,0
2485,"
",E,,0
2486,"					DATA
",C,,0
2487,"			A type of weapon. Unfortunately
",D,,0
2488,"			it will not function in the
",D,,0
2489,"			presence of hyperonic radiation.
",D,,0
2490,"
",E,,0
2491,"STAR TREK: ""Ensigns of Command"" REV. 7/24/89 - ACT FIVE      49.",H,,0
2492,"
",E,,0
2493,42A  CONTINUED:,S,,0
2494,"
",E,,0
2495,"	Data ponders this new problem for a beat, then shrugs
",A,,0
2496,"	it off:
",A,,0
2497,"
",E,,0
2498,"					DATA (cont'd)
",C,,0
2499,"			I will have to be innovative.
",D,,0
2500,"
",E,,0
2501,"									CUT TO:
",O,,0
2502,"
",E,,0
2503,42B  INT. SHUTTLECRAFT - CYGNA FIVE - DAY,S,,0
2504,"
",E,,0
2505,"	Data has opened up a phaser and is adapting it. His
",A,,0
2506,"	forearm is opened, revealing his arm's inner workings;
",A,,0
2507,"	Data is ""cannibalizing"" his arm for parts to modify the
",A,,0
2508,"	phaser. Ard'rian looks on in fascination.
",A,,0
2509,"
",E,,0
2510,"					DATA
",C,,0
2511,"			Hyperonic radiation randomizes
",D,,0
2512,"			phaser beams. But I believe I
",D,,0
2513,"			can improvise a servocircuit which
",D,,0
2514,"			will compensate by continuously
",D,,0
2515,"			recollimating the output.
",D,,0
2516,"
",E,,0
2517,"					ARD'RIAN
",C,,0
2518,"			You're using your own neural
",D,,0
2519,"			subprocessors to build a smarter
",D,,0
2520,"			phaser.
",D,,0
2521,"
",E,,0
2522,"					DATA
",C,,0
2523,"			Essentially correct.
",D,,0
2524,"
",E,,0
2525,"	Ard'rian's impressed. Data completes his work.
",A,,0
2526,"
",E,,0
2527,"					DATA (cont'd)
",C,,0
2528,"			Get word to Gosheven. Tell him
",D,,0
2529,"			I am coming to the pumping
",D,,0
2530,"			station. Tell him I am going
",D,,0
2531,"			to destroy the aqueduct.
",D,,0
2532,"
",E,,0
2533,"	Ard'rian is gaping like a carp over this, doesn't know
",A,,0
2534,"	what to say. Finally manages:
",A,,0
2535,"
",E,,0
2536,"					ARD'RIAN
",C,,0
2537,"			He'll try to stop you --
",D,,0
2538,"
",E,,0
2539,"					DATA
",C,,0
2540,"			I sincerely hope so.
",D,,0
2541,"
",E,,0
2542,"	Off Ard'rian's expression:
",A,,0
2543,"
",E,,0
2544,"									CUT TO:
",O,,0
2545,"
",E,,0
2546,"STAR TREK: ""Ensigns of Command"" - REV. 7/19/89 - ACT FIVE    49A.",H,,0
2547,"
",E,,0
2548,43   EXT. SPACE - THE ENTERPRISE (OPTICAL),S,,0
2549,"
",E,,0
2550,"	The Enterprise hanging motionless in space with the
",A,,0
2551,"	Sheliak ship.
",A,,0
2552,"
",E,,0
2553,44   INT. MAIN BRIDGE,S,,0
2554,"
",E,,0
2555,"	As before.
",A,,0
2556,"
",E,,0
2557,"					PICARD
",C,,0
2558,"				(to Worf)
",M,,0
2559,"			Go to Yellow Alert. Shields up.
",D,,0
2560,"
",E,,0
2561,"					WORF
",C,,0
2562,"			Aye, sir.
",D,,0
2563,"
",E,,0
2564,"					PICARD
",C,,0
2565,"			Mister Riker, put us nose to nose
",D,,0
2566,"			with the Sheliak ship. If she
",D,,0
2567,"			makes a move, match it.
",D,,0
2568,"
",E,,0
2569,"					RIKER
",C,,0
2570,"			Aye, sir.
",D,,0
2571,"
",E,,0
2572,"					PICARD
",C,,0
2573,"			Open a hailing frequency.
",D,,0
2574,"
",E,,0
2575,"STAR TREK: ""Ensigns of Command"" REV. 7/17/89 - ACT FIVE      50.",H,,0
2576,"
",E,,0
2577,44   CONTINUED:,S,,0
2578,"
",E,,0
2579,"					WORF
",C,,0
2580,"			They're not responding, sir.
",D,,0
2581,"
",E,,0
2582,"					PICARD
",C,,0
2583,"				(tight control)
",M,,0
2584,"			They don't have to answer. They
",D,,0
2585,"			just have to listen! Sheliak
",D,,0
2586,"			vessel, you will have to go
",D,,0
2587,"			through me to get at the colony
",D,,0
2588,"			on Tau Cygna Five!
",D,,0
2589,"
",E,,0
2590,45,S,,0
2591,"thru	OMITTED
",S,,0
2592,46,S,,0
2593,"
",E,,0
2594,47   INT. MAIN BRIDGE - CONTINUOUS,S,,0
2595,"
",E,,0
2596,"					WORF
",C,,0
2597,"			No response.
",D,,0
2598,"
",E,,0
2599,"					PICARD
",C,,0
2600,"			Close channel -- and get me that
",D,,0
2601,"			treaty! They've been beating us
",D,,0
2602,"			over the head with it for three
",D,,0
2603,"			days. Let's see if we can't find
",D,,0
2604,"			something in it that can be
",D,,0
2605,"			turned to our advantage.
",D,,0
2606,"
",E,,0
2607,"					RIKER
",C,,0
2608,"			We're going to try to beat them
",D,,0
2609,"			at their own game?
",D,,0
2610,"
",E,,0
2611,"					WORF
",C,,0
2612,"			The treaty is how long?
",D,,0
2613,"
",E,,0
2614,"					TROI
",C,,0
2615,"			Five hundred thousand words.
",D,,0
2616,"
",E,,0
2617,"					WORF
",C,,0
2618,"				(glumly)
",M,,0
2619,"			We are going to regret Data's
",D,,0
2620,"			absence.
",D,,0
2621,"
",E,,0
2622,"									CUT TO:
",O,,0
2623,"
",E,,0
2624,48   EXT. PLANET SURFACE - MAIN STREET - DAY (OPTICAL),H,,0
2625,"
",E,,0
2626,"	The square. FOUR MEN armed with rifles stand
",A,,0
2627,"	shoulder to shoulder in front of the plant and
",A,,0
2628,"	aqueduct. Standing defiant and unarmed, save for the
",A,,0
2629,"	probe at his belt, on an upper level is Gosheven.
",A,,0
2630,"
",E,,0
2631,"STAR TREK: ""Ensigns of Command"" REV. 7/20/89 - ACT FIVE      51.",H,,0
2632,"
",E,,0
2633,48   CONTINUED:,S,,0
2634,"
",E,,0
2635,"	Off to one side are a number of colonists (including
",A,,0
2636,"	Ard'rian, Haritath, and Kentor), nervously awaiting
",A,,0
2637,"	the outcome.
",A,,0
2638,"
",E,,0
2639,"	Then a PHASER STUN hits one of the armed men; he
",A,,0
2640,"	drops. As the others whirl to take aim --
",A,,0
2641,"
",E,,0
2642,48A  NEW ANGLE (OPTICAL),S,,0
2643,"
",E,,0
2644,"	A PHASER BEAM sweeps across the line of armed men,
",A,,0
2645,"	STUNNING them instantly. No one even gets a shot off.
",A,,0
2646,"
",E,,0
2647,"	Gosheven, astonished, reaches for the probe at his
",A,,0
2648,"	belt. Data calmly stands up from his hiding place,
",A,,0
2649,"	aims his phaser. Gosheven freezes -- it's futile;
",A,,0
2650,"	obviously Data could stun him before he could get
",A,,0
2651,"	anywhere near Data.
",A,,0
2652,"
",E,,0
2653,48B  WIDER (OPTICAL),S,,0
2654,"
",E,,0
2655,"	as Data steps out into the street, holds his phaser
",A,,0
2656,"	up for all to see.
",A,,0
2657,"
",E,,0
2658,"					DATA
",C,,0
2659,"			That was the ""stun"" setting.
",D,,0
2660,"
",E,,0
2661,"	Data switches the setting on the phaser --
",A,,0
2662,"
",E,,0
2663,"					DATA (cont'd)
",C,,0
2664,"			This is not.
",D,,0
2665,"
",E,,0
2666,"	Data turns, BLASTS the control panel on the aqueduct.
",A,,0
2667,"	A shower of SPARKS. EFFECT as the reaction races up
",A,,0
2668,"	the aqueduct. The water stops flowing. Gosheven is
",A,,0
2669,"	speechless. Data addresses the colonists:
",A,,0
2670,"
",E,,0
2671,"					DATA (cont'd)
",C,,0
2672,"			I could reduce this pumping
",D,,0
2673,"			station to a pile of debris...
",D,,0
2674,"			but I trust my point is clear.
",D,,0
2675,"			I am one android with a single
",D,,0
2676,"			weapon. There are hundreds of
",D,,0
2677,"			Sheliak on the way... and their
",D,,0
2678,"			weapons are far more powerful.
",D,,0
2679,"
",E,,0
2680,"	Data pauses. The colonists are dead silent.
",A,,0
2681,"
",E,,0
2682,"STAR TREK: ""Ensigns of Command"" REV. 7/24/89 - ACT FIVE      52.",H,,0
2683,"
",E,,0
2684,48B  CONTINUED:,S,,0
2685,"
",E,,0
2686,"					DATA (cont'd)
",C,,0
2687,"			And the Sheliak may not even offer
",D,,0
2688,"			you a target. They can obliterate
",D,,0
2689,"			this colony from orbit. You will
",D,,0
2690,"			die never having seen the faces
",D,,0
2691,"			of your killers.
",D,,0
2692,"
",E,,0
2693,"	Data walks deliberately to one of the stunned
",A,,0
2694,"	defenders, picks up the rifle with his free hand, holds
",A,,0
2695,"	it out to the group of colonists.
",A,,0
2696,"
",E,,0
2697,"					DATA (cont'd)
",C,,0
2698,"			The choice is yours.
",D,,0
2699,"
",E,,0
2700,"	The colonists look at one another. Finally:
",A,,0
2701,"
",E,,0
2702,"					KENTOR
",C,,0
2703,"			There are other places -- other
",D,,0
2704,"			challenges. It's time to move
",D,,0
2705,"			on.
",D,,0
2706,"
",E,,0
2707,"	And Kentor EXITS. One by one, the colonists follow
",A,,0
2708,"	him. The mantle of leadership has passed.
",A,,0
2709,"
",E,,0
2710,48C  NEW ANGLE,S,,0
2711,"
",E,,0
2712,"	Gosheven, slump shouldered, bends and scoops up a
",A,,0
2713,"	handful of dirt at the base of the silent pool. Data
",A,,0
2714,"	moves to join him.
",A,,0
2715,"
",E,,0
2716,"					GOSHEVEN
",C,,0
2717,"			I really was willing to stay and
",D,,0
2718,"			die for this.
",D,,0
2719,"
",E,,0
2720,"					DATA
",C,,0
2721,"			I know that, but it is just a
",D,,0
2722,"			thing, and things can be replaced.
",D,,0
2723,"			Lives cannot. Live, rebuild and
",D,,0
2724,"			be remembered.
",D,,0
2725,"
",E,,0
2726,"	A long beat. Then Gosheven wipes his hand on his
",A,,0
2727,"	pants, and walks back to join his people.
",A,,0
2728,"
",E,,0
2729,49   OMITTED,S,,0
2730,"
",E,,0
2731,"STAR TREK: ""Ensigns of Command"" REV. 7/13/89 - ACT FIVE      53.",H,,0
2732,"
",E,,0
2733,50   ANGLE ON DATA,S,,0
2734,"
",E,,0
2735,"	watching Gosheven go. Data looks down at the phaser
",A,,0
2736,"	for several moments, then holsters it. He looks up to
",A,,0
2737,"	find Ard'rian gazing at him with an expression of pride
",A,,0
2738,"	and love.
",A,,0
2739,"
",E,,0
2740,51   OMITTED,S,,0
2741,"
",E,,0
2742,52   INT. MAIN BRIDGE (OPTICAL),S,,0
2743,"
",E,,0
2744,"	Troi is seated at Science One with Picard hanging over
",A,,0
2745,"	her shoulder. Riker and Worf are at Science Two.
",A,,0
2746,"	Pages of treaty crawl past on both screens.
",A,,0
2747,"
",E,,0
2748,"					WORF
",C,,0
2749,"			This is hopeless. Fighting would
",D,,0
2750,"			be preferable.
",D,,0
2751,"
",E,,0
2752,"	A look from Riker.
",A,,0
2753,"
",E,,0
2754,"					PICARD
",C,,0
2755,"			That's it.
",D,,0
2756,"
",E,,0
2757,"	He indicates a clause.
",A,,0
2758,"
",E,,0
2759,"					TROI
",C,,0
2760,"			I don't follow you, sir.
",D,,0
2761,"
",E,,0
2762,"					PICARD
",C,,0
2763,"			Worf, get me the Sheliak.
",D,,0
2764,"
",E,,0
2765,"					WORF
",C,,0
2766,"				(just heard the
",M,,0
2767,"				 reprieve)
",M,,0
2768,"			Yes, sir!
",D,,0
2769,"
",E,,0
2770,"	Picard, Riker and Troi return to the command station.
",A,,0
2771,"	The strange Sheliak scene replaces a view of the ship.
",A,,0
2772,"
",E,,0
2773,"					PICARD
",C,,0
2774,"			Pursuant to paragraph one thousand
",D,,0
2775,"			two hundred and ninety I formally
",D,,0
2776,"			request third party arbitration
",D,,0
2777,"			of our dispute.
",D,,0
2778,"
",E,,0
2779,"	A beat while they look it up.
",A,,0
2780,"
",E,,0
2781,"					SHELIAK
",C,,0
2782,"			Agreed.
",D,,0
2783,"
",E,,0
2784,"STAR TREK: ""Ensigns of Command"" REV. 7/13/89 - ACT FIVE      54.",H,,0
2785,"
",E,,0
2786,52   CONTINUED:,S,,0
2787,"
",E,,0
2788,"					PICARD
",C,,0
2789,"			And further, pursuant to
",D,,0
2790,"			subsection D, three, I name the
",D,,0
2791,"			Grizzelas to arbitrate.
",D,,0
2792,"
",E,,0
2793,"					SHELIAK
",C,,0
2794,"			Grizzelas?
",D,,0
2795,"
",E,,0
2796,"	Riker glances, puzzled, at Troi.
",A,,0
2797,"
",E,,0
2798,"					RIKER
",C,,0
2799,"				(mouths)
",M,,0
2800,"			Grizzelas?
",D,,0
2801,"
",E,,0
2802,"	Troi quells him with a look.
",A,,0
2803,"
",E,,0
2804,"					PICARD
",C,,0
2805,"			Unfortunately they are currently
",D,,0
2806,"			in their hibernation cycle, but
",D,,0
2807,"			they'll awaken in six months, and
",D,,0
2808,"			then we'll get this matter
",D,,0
2809,"			settled. Now, do you want to
",D,,0
2810,"			wait... or give me my three weeks?
",D,,0
2811,"
",E,,0
2812,"					SHELIAK
",C,,0
2813,"			Absurd. We carry the membership!
",D,,0
2814,"			We can brook no delay!
",D,,0
2815,"
",E,,0
2816,"					PICARD
",C,,0
2817,"			Then I declare the treaty in
",D,,0
2818,"			abeyance!
",D,,0
2819,"
",E,,0
2820,"					SHELIAK
",C,,0
2821,"			Wait! Negotiation is --
",D,,0
2822,"
",E,,0
2823,"	Picard gestures to Worf -- cut the transmission. Worf
",A,,0
2824,"	obeys. A long beat.
",A,,0
2825,"
",E,,0
2826,"					RIKER
",C,,0
2827,"				(smiling)
",M,,0
2828,"			You enjoyed that.
",D,,0
2829,"
",E,,0
2830,"					PICARD
",C,,0
2831,"			You're damn right.
",D,,0
2832,"
",E,,0
2833,"					WORF
",C,,0
2834,"			Captain, they are hailing us.
",D,,0
2835,"
",E,,0
2836,"	Picard studies his nails. Takes a turn around the
",A,,0
2837,"	bridge. Settles himself back in the command chair.
",A,,0
2838,"
",E,,0
2839,"STAR TREK: ""Ensigns of Command"" REV. 7/13/89 - ACT FIVE      55.",H,,0
2840,"
",E,,0
2841,52   CONTINUED: (2),S,,0
2842,"
",E,,0
2843,"					WORF
",C,,0
2844,"				(continuing)
",M,,0
2845,"			Sir?
",D,,0
2846,"
",E,,0
2847,"					PICARD
",C,,0
2848,"				(a beat)
",M,,0
2849,"			On screen.
",D,,0
2850,"
",E,,0
2851,"	The Sheliak reappear.
",A,,0
2852,"
",E,,0
2853,"					SHELIAK
",C,,0
2854,"			You may have your three weeks,
",D,,0
2855,"			Picard of the Enterprise.
",D,,0
2856,"
",E,,0
2857,"					PICARD
",C,,0
2858,"				(with careful
",M,,0
2859,"				 enunciation)
",M,,0
2860,"			Thank you.
",D,,0
2861,"
",E,,0
2862,"	The screen returns to a view of the Sheliak ship
",A,,0
2863,"	pulling away. Instant release of tension. Suddenly
",A,,0
2864,"	the turbolift doors open, and Geordi ENTERS. He is
",A,,0
2865,"	looking frazzled. People's expressions reflect the
",A,,0
2866,"	thought that ""dear God, he did it.""
",A,,0
2867,"
",E,,0
2868,"					GEORDI
",C,,0
2869,"			Captain, we can do it! We can
",D,,0
2870,"			modify the transporters.
",D,,0
2871,"
",E,,0
2872,"					PICARD
",C,,0
2873,"			Excellent.
",D,,0
2874,"
",E,,0
2875,"					GEORDI
",C,,0
2876,"			It'll take fifteen years, and a
",D,,0
2877,"			research team of a hundred --
",D,,0
2878,"
",E,,0
2879,"					PICARD
",C,,0
2880,"				(dryly)
",M,,0
2881,"			Mister La Forge, I believe we will
",D,,0
2882,"			postpone.
",D,,0
2883,"
",E,,0
2884,"					GEORDI
",C,,0
2885,"				(with a grin)
",M,,0
2886,"			Yes, sir.
",D,,0
2887,"
",E,,0
2888,"	Geordi EXITS.
",A,,0
2889,"
",E,,0
2890,"									CUT TO:
",O,,0
2891,"
",E,,0
2892,"STAR TREK: ""Ensigns of Command"" REV. 7/14/89 - ACT FIVE      56.",H,,0
2893,"
",E,,0
2894,53   EXT. PLANET SURFACE - SHUTTLE LANDING SITE - DAY,S,,0
2895,"
",E,,0
2896,"	Data is inside the shuttle making preparations for
",A,,0
2897,"	departure.
",A,,0
2898,"
",E,,0
2899,"					DATA
",C,,0
2900,"			Commander Data to Enterprise.
",D,,0
2901,"			I am preparing to leave Tau Cygna
",D,,0
2902,"			Five and await rendezvous
",D,,0
2903,"			instructions.
",D,,0
2904,"
",E,,0
2905,"					WORF'S COM VOICE
",C,,0
2906,"			Acknowledged. Stand by.
",D,,0
2907,"
",E,,0
2908,"	Outside the shuttle, Ard'rian approaches. Data sees
",A,,0
2909,"	her, emerges from the shuttle to meet her.
",A,,0
2910,"
",E,,0
2911,"					ARD'RIAN
",C,,0
2912,"			Hi.
",D,,0
2913,"
",E,,0
2914,"					DATA
",C,,0
2915,"			Hello, Ard'rian.
",D,,0
2916,"
",E,,0
2917,"					ARD'RIAN
",C,,0
2918,"			The evacuation plan is going well.
",D,,0
2919,"			When the transport ship arrives,
",D,,0
2920,"			we'll be ready.
",D,,0
2921,"				(a beat)
",M,,0
2922,"			You succeeded.
",D,,0
2923,"
",E,,0
2924,"					DATA
",C,,0
2925,"			I would not have succeeded without
",D,,0
2926,"			your support and insight, and I
",D,,0
2927,"			appreciate your assistance.
",D,,0
2928,"
",E,,0
2929,"					ARD'RIAN
",C,,0
2930,"			Good. Then you won't forget me?
",D,,0
2931,"
",E,,0
2932,"					DATA
",C,,0
2933,"			I am incapable of forgetting.
",D,,0
2934,"			I will remember every detail of
",D,,0
2935,"			my visit with perfect clarity.
",D,,0
2936,"
",E,,0
2937,"					ARD'RIAN
",C,,0
2938,"			But nothing more?
",D,,0
2939,"
",E,,0
2940,"					DATA
",C,,0
2941,"			I do not understand.
",D,,0
2942,"
",E,,0
2943,"STAR TREK: ""Ensigns of Command"" REV. 7/14/89 - ACT FIVE      57.",H,,0
2944,"
",E,,0
2945,53   CONTINUED:,S,,0
2946,"
",E,,0
2947,"	Ard'rian bites the bullet:
",A,,0
2948,"
",E,,0
2949,"					ARD'RIAN
",C,,0
2950,"			I guess what I really want to know
",D,,0
2951,"			is -- do you have any feelings
",D,,0
2952,"			for me?
",D,,0
2953,"
",E,,0
2954,"					DATA
",C,,0
2955,"			I have no feelings of any kind.
",D,,0
2956,"
",E,,0
2957,"	Ard'rian is silent.
",A,,0
2958,"
",E,,0
2959,"					ARD'RIAN
",C,,0
2960,"			No. Of course you don't.
",D,,0
2961,"
",E,,0
2962,"	Data studies her. She's downcast. Mimicking her
",A,,0
